timestamp,left_signal,right_signal
0.0,-0.6494791,-1.0845741
0.0033333333333333335,-0.6665048,-1.0815827
0.006666666666666667,-0.6828196,-1.0767196
0.01,-0.6984365,-1.0700356
0.013333333333333334,-0.7133683,-1.0615817
0.016666666666666666,-0.72762793,-1.0514089
0.02,-0.74122834,-1.0395681
0.023333333333333334,-0.7541824,-1.02611
0.02666666666666667,-0.766503,-1.011086
0.03,-0.778203,-0.99454665
0.03333333333333333,-0.78929543,-0.9765431
0.03666666666666667,-0.79979306,-0.95712626
0.04,-0.80970883,-0.936347
0.043333333333333335,-0.8190556,-0.9142564
0.04666666666666667,-0.8278464,-0.89090526
0.05,-0.836094,-0.8663446
0.05333333333333334,-0.8438114,-0.8406253
0.056666666666666664,-0.85101146,-0.8137983
0.06,-0.857707,-0.78591466
0.06333333333333334,-0.86391103,-0.75702524
0.06666666666666667,-0.86963636,-0.72718096
0.07,-0.874896,-0.6964328
0.07333333333333333,-0.87970275,-0.66483176
0.07666666666666666,-0.88406956,-0.63242865
0.08,-0.88800937,-0.5992745
0.08333333333333333,-0.891535,-0.5654202
0.08666666666666667,-0.89465934,-0.53091675
0.09,-0.8973954,-0.4958151
0.09333333333333334,-0.89975595,-0.46016613
0.09666666666666666,-0.90175396,-0.42402083
0.1,-0.9034024,-0.3874301
0.10333333333333333,-0.904714,-0.3504449
0.10666666666666667,-0.9057018,-0.3131162
0.11,-0.9063786,-0.27549493
0.11333333333333333,-0.9067574,-0.237632
0.11666666666666667,-0.9068511,-0.19957839
0.12,-0.90667254,-0.16138503
0.12333333333333334,-0.90623456,-0.12310286
0.12666666666666668,-0.9055502,-0.084782824
0.13,-0.9046323,-0.04647587
0.13333333333333333,-0.9034937,-0.008232929
0.13666666666666666,-0.9021474,0.029895047
0.14,-0.9006063,0.06785712
0.14333333333333334,-0.89888316,0.10560235
0.14666666666666667,-0.896991,0.14307977
0.15,-0.89494276,0.18023849
0.15333333333333332,-0.8927512,0.21702752
0.15666666666666668,-0.8904294,0.25339592
0.16,-0.88799006,0.28929278
0.16333333333333333,-0.88544625,0.32466713
0.16666666666666666,-0.8828108,0.35946804
0.17,-0.8780726,0.39275974
0.17333333333333334,-0.8739646,0.42339858
0.17666666666666667,-0.86996704,0.4537246
0.18,-0.8665726,0.48256958
0.18333333333333332,-0.8641406,0.5097473
0.18666666666666668,-0.8617959,0.53608847
0.19,-0.8598274,0.56184196
0.19333333333333333,-0.85795355,0.58662015
0.19666666666666666,-0.8566407,0.61002606
0.2,-0.8552495,0.63207805
0.20333333333333334,-0.8545014,0.65284765
0.20666666666666667,-0.85303754,0.67175114
0.21,-0.8518029,0.689626
0.21333333333333335,-0.8508007,0.7057002
0.21666666666666667,-0.8501468,0.7201961
0.22,-0.8493602,0.7344834
0.22333333333333333,-0.84846765,0.74757373
0.22666666666666666,-0.8474269,0.7579856
0.23,-0.8467894,0.76768583
0.23333333333333334,-0.84609014,0.77476573
0.23666666666666666,-0.8454476,0.78003025
0.24,-0.8446336,0.78439313
0.24333333333333335,-0.8443562,0.78733164
0.24666666666666667,-0.84409237,0.7885718
0.25,-0.84381896,0.7881576
0.25333333333333335,-0.84378886,0.7862397
0.25666666666666665,-0.8441333,0.7827467
0.26,-0.8441345,0.77675164
0.2633333333333333,-0.8444807,0.7688959
0.26666666666666666,-0.8449469,0.7598363
0.27,-0.8456337,0.7492545
0.2733333333333333,-0.8464995,0.7376905
0.27666666666666667,-0.84741735,0.72608316
0.28,-0.8487126,0.71306396
0.2833333333333333,-0.85020906,0.7002527
0.2866666666666667,-0.8517734,0.6865824
0.29,-0.8534346,0.67181677
0.29333333333333333,-0.8547605,0.6577471
0.2966666666666667,-0.8562891,0.64470005
0.3,-0.85793716,0.63151133
0.30333333333333334,-0.85960525,0.62015265
0.30666666666666664,-0.8613203,0.6088427
0.31,-0.8633575,0.59909314
0.31333333333333335,-0.8654101,0.588221
0.31666666666666665,-0.8673163,0.5771913
0.32,-0.86947274,0.5662364
0.3233333333333333,-0.87146837,0.5563141
0.32666666666666666,-0.8734106,0.5456788
0.33,-0.8754193,0.5365669
0.3333333333333333,-0.8772675,0.5266525
0.33666666666666667,-0.8792134,0.5177573
0.34,-0.8811063,0.50849533
0.3433333333333333,-0.8832601,0.49871606
0.3466666666666667,-0.8856908,0.48833486
0.35,-0.88825005,0.48009223
0.35333333333333333,-0.8908395,0.47162455
0.3566666666666667,-0.8935358,0.46292368
0.36,-0.89624023,0.4548879
0.36333333333333334,-0.8992445,0.44774127
0.36666666666666664,-0.9021812,0.4400694
0.37,-0.905161,0.43239897
0.37333333333333335,-0.90842676,0.42413962
0.37666666666666665,-0.9115553,0.4171097
0.38,-0.91479003,0.41033798
0.38333333333333336,-0.91778857,0.4041299
0.38666666666666666,-0.92091,0.3974324
0.39,-0.924534,0.3915889
0.3933333333333333,-0.9278433,0.38613173
0.39666666666666667,-0.93104756,0.379828
0.4,-0.9354903,0.3736799
0.4033333333333333,-0.9404809,0.3692415
0.4066666666666667,-0.94497746,0.36499584
0.41,-0.95054054,0.36125407
0.41333333333333333,-0.9559739,0.3586971
0.4166666666666667,-0.961092,0.35594583
0.42,-0.9680207,0.35434824
0.42333333333333334,-0.97499853,0.35300648
0.4266666666666667,-0.98158765,0.35117245
0.43,-0.9878919,0.35016683
0.43333333333333335,-0.99533874,0.35025722
0.43666666666666665,-1.0033273,0.35130712
0.44,-1.0094291,0.35221118
0.44333333333333336,-1.0140952,0.35356924
0.44666666666666666,-1.0178919,0.35516348
0.45,-1.0199323,0.35586923
0.4533333333333333,-1.0216794,0.3565726
0.45666666666666667,-1.0224456,0.35894927
0.46,-1.0213284,0.3613943
0.4633333333333333,-1.0203464,0.36441696
0.4666666666666667,-1.0179719,0.36861113
0.47,-1.0153061,0.37333852
0.47333333333333333,-1.011201,0.37768757
0.4766666666666667,-1.0065526,0.3820361
0.48,-1.0007641,0.386085
0.48333333333333334,-0.9941216,0.3903409
0.4866666666666667,-0.9861015,0.39531758
0.49,-0.9772745,0.40045267
0.49333333333333335,-0.9685861,0.4049571
0.49666666666666665,-0.9583359,0.41005605
0.5,-0.946244,0.41526026
0.5033333333333333,-0.933451,0.41938567
0.5066666666666667,-0.9194136,0.42388275
0.51,-0.9042977,0.42982796
0.5133333333333333,-0.8880832,0.43504912
0.5166666666666667,-0.8723361,0.44110525
0.52,-0.854496,0.44805846
0.5233333333333333,-0.83600885,0.45486695
0.5266666666666666,-0.8172322,0.46037194
0.53,-0.7973677,0.46562636
0.5333333333333333,-0.77653784,0.47092804
0.5366666666666666,-0.75540745,0.4758395
0.54,-0.73312336,0.48038703
0.5433333333333333,-0.71101296,0.4848911
0.5466666666666666,-0.6879213,0.48877686
0.55,-0.66362053,0.49188882
0.5533333333333333,-0.6383867,0.49415308
0.5566666666666666,-0.6122261,0.4946636
0.56,-0.58620244,0.4938998
0.5633333333333334,-0.5598194,0.4936264
0.5666666666666667,-0.5331174,0.4909766
0.57,-0.5056811,0.48851526
0.5733333333333334,-0.47778955,0.48510695
0.5766666666666667,-0.449435,0.47995114
0.58,-0.42024046,0.4733074
0.5833333333333334,-0.39093536,0.46506137
0.5866666666666667,-0.3621749,0.45600376
0.59,-0.33322912,0.44543537
0.5933333333333334,-0.30336726,0.4339135
0.5966666666666667,-0.27399415,0.42194444
0.6,-0.24463344,0.4091288
0.6033333333333334,-0.21489267,0.39506447
0.6066666666666667,-0.18544127,0.38054326
0.61,-0.1560606,0.36424002
0.6133333333333333,-0.12699158,0.34680286
0.6166666666666667,-0.09771634,0.3296039
0.62,-0.06814098,0.31031385
0.6233333333333333,-0.039113794,0.29083854
0.6266666666666667,-0.0105944555,0.27110767
0.63,0.018196546,0.25010368
0.6333333333333333,0.04652474,0.2276924
0.6366666666666667,0.07414506,0.20441133
0.64,0.10136543,0.18054311
0.6433333333333333,0.12769893,0.15566377
0.6466666666666666,0.1538281,0.13007815
0.65,0.17937209,0.10470449
0.6533333333333333,0.20390058,0.07943886
0.6566666666666666,0.2281047,0.05386394
0.66,0.2515527,0.027919589
0.6633333333333333,0.27449778,0.0014772473
0.6666666666666666,0.2969728,-0.026170172
0.67,0.31839687,-0.052706458
0.6733333333333333,0.339169,-0.080396354
0.6766666666666666,0.3594459,-0.10774997
0.68,0.37868884,-0.13500312
0.6833333333333333,0.39649642,-0.16221364
0.6866666666666666,0.41370255,-0.19020212
0.69,0.43015972,-0.21815751
0.6933333333333334,0.44597667,-0.24584198
0.6966666666666667,0.46047664,-0.27381223
0.7,0.47381106,-0.3020741
0.7033333333333334,0.48612282,-0.3296521
0.7066666666666667,0.49758357,-0.35661757
0.71,0.5078667,-0.38337922
0.7133333333333334,0.5171646,-0.41042504
0.7166666666666667,0.52557945,-0.43685114
0.72,0.5327188,-0.46353656
0.7233333333333334,0.53900826,-0.48940903
0.7266666666666667,0.544446,-0.51519686
0.73,0.54879755,-0.5402014
0.7333333333333333,0.55172664,-0.5639127
0.7366666666666667,0.5546705,-0.58755076
0.74,0.55726445,-0.61056846
0.7433333333333333,0.55894464,-0.6331676
0.7466666666666667,0.5608271,-0.6551582
0.75,0.56210387,-0.67703
0.7533333333333333,0.56236076,-0.6978426
0.7566666666666667,0.56449896,-0.71809036
0.76,0.5667401,-0.7375529
0.7633333333333333,0.5684982,-0.75598633
0.7666666666666667,0.5705649,-0.7735674
0.77,0.5739663,-0.79061794
0.7733333333333333,0.5788134,-0.807157
0.7766666666666666,0.5827886,-0.82237786
0.78,0.58579475,-0.8372912
0.7833333333333333,0.5890665,-0.8508595
0.7866666666666666,0.5914126,-0.86259085
0.79,0.5939023,-0.87369776
0.7933333333333333,0.596295,-0.8840208
0.7966666666666666,0.59780157,-0.8932022
0.8,0.59984326,-0.9016806
0.8033333333333333,0.60181475,-0.9096051
0.8066666666666666,0.6043851,-0.91718566
0.81,0.6068073,-0.9230876
0.8133333333333334,0.60906875,-0.92806315
0.8166666666666667,0.6111194,-0.93212
0.82,0.6135173,-0.9356948
0.8233333333333334,0.61559826,-0.9385417
0.8266666666666667,0.61783814,-0.94042665
0.83,0.6210704,-0.9411109
0.8333333333333334,0.62407315,-0.9421974
0.8366666666666667,0.6263439,-0.94197446
0.84,0.62909204,-0.94051784
0.8433333333333334,0.6317617,-0.939903
0.8466666666666667,0.63407546,-0.9389041
0.85,0.6363027,-0.9374578
0.8533333333333334,0.64013624,-0.9359936
0.8566666666666667,0.64308316,-0.9345763
0.86,0.6461774,-0.9335777
0.8633333333333333,0.65032125,-0.9318696
0.8666666666666667,0.6541662,-0.92994314
0.87,0.65760565,-0.92840046
0.8733333333333333,0.66207385,-0.92711306
0.8766666666666667,0.6666713,-0.9262426
0.88,0.67185754,-0.9253675
