timestamp,left_signal
0.0,0.7534675181458349
0.0033333730163454325,0.7496625579369572
0.006666746032690865,0.7457921926228738
0.010000119049036298,0.7418008914603913
0.01333349206538173,0.7376323486484088
0.016666865081727163,0.7332342392783976
0.020000238098072595,0.7285602495357137
0.023333611114418028,0.723569224069268
0.02666698413076346,0.7182214519245346
0.030000357147108893,0.7124738705962642
0.033333730163454325,0.7062768565019454
0.03666710317979976,0.6995730513310207
0.04000047619614519,0.6922987295015458
0.04333384921249062,0.6843871547059712
0.046667222228836056,0.6757693873298284
0.05000059524518149,0.6663711900712438
0.05333396826152692,0.6561107812797817
0.05666734127787235,0.6449013367394733
0.060000714294217786,0.6326577034666001
0.06333408731056323,0.6193021050048282
0.06666746032690865,0.6047649527110646
0.07000083334325408,0.5889867041138337
0.07333420635959952,0.5719286418997606
0.07666757937594496,0.5535890781712951
0.08000095239229038,0.5340169870559931
0.0833343254086358,0.5133194227217565
0.08666769842498125,0.49165927471961124
0.09000107144132669,0.46924139690162264
0.09333444445767211,0.44628352052955234
0.09666781747401754,0.4229743013344791
0.10000119049036298,0.3994481694256618
0.10333456350670842,0.37579675832618226
0.10666793652305384,0.35209103694159666
0.11000130953939927,0.3283920119346735
0.1133346825557447,0.304757088612102
0.11666805557209015,0.28124750484364974
0.12000142858843557,0.25793622298380314
0.123334801604781,0.23491674619168185
0.12666817462112645,0.21230916265923933
0.13000154763747188,0.19025952851702124
0.1333349206538173,0.1689329553721205
0.13666829367016273,0.14850637473981965
0.14000166668650815,0.12917080177411214
0.1433350397028536,0.11113951090069356
0.14666841271919903,0.09464422358929318
0.15000178573554446,0.07991381453290303
0.1533351587518899,0.0671470037092433
0.15666853176823534,0.0564898873261605
0.16000190478458076,0.04802180813110028
0.1633352778009262,0.04174547260421233
0.1666686508172716,0.03757360816191464
0.17000202383361707,0.03531309810259241
0.1733353968499625,0.03466191764416798
0.17666876986630792,0.035227114513668396
0.18000214288265337,0.0365569064960663
0.1833355158989988,0.03819360642013013
0.18666888891534422,0.03974649171742956
0.19000226193168965,0.040947332425462175
0.19333563494803507,0.04166462138704124
0.19666900796438053,0.041887439037966115
0.20000238098072595,0.041693600298624796
0.20333575399707138,0.04121110759926685
0.20666912701341683,0.04057860582670573
0.21000250002976226,0.03991138175368712
0.21333587304610768,0.03928156011837814
0.2166692460624531,0.03871614957790758
0.22000261907879853,0.0382102024971024
0.223335992095144,0.03774554778060255
0.2266693651114894,0.03730405380019212
0.23000273812783484,0.036875313073586755
0.2333361111441803,0.03646450394964041
0.23666948416052572,0.036098474339878624
