timestamp,right_signal
0.0,0.963203634560532
0.0033333730163454325,0.962621405954313
0.006666746032690865,0.9620380353373309
0.010000119049036298,0.9614505026686215
0.01333349206538173,0.960854029064817
0.016666865081727163,0.9602417805958574
0.020000238098072595,0.959604932060041
0.023333611114418028,0.9589334188563531
0.02666698413076346,0.9582166829515816
0.030000357147108893,0.9574434717668119
0.033333730163454325,0.9566013165807609
0.03666710317979976,0.9556771046699778
0.04000047619614519,0.9546586080974678
0.04333384921249062,0.9535355353592928
0.046667222228836056,0.9522999639654006
0.05000059524518149,0.9509470343558482
0.05333396826152692,0.9494752023581703
0.05666734127787235,0.9478847994449539
0.060000714294217786,0.9461762219421704
0.06333408731056323,0.9443493130061583
0.06666746032690865,0.9424023784477626
0.07000083334325408,0.9403300639119173
0.07333420635959952,0.9381224582046689
0.07666757937594496,0.9357665198512843
0.08000095239229038,0.9332483613946144
0.0833343254086358,0.9305549531252754
0.08666769842498125,0.9276745983901006
0.09000107144132669,0.9245968285438643
0.09333444445767211,0.9213131341370002
0.09666781747401754,0.917818114651509
0.10000119049036298,0.9141098282560264
0.10333456350670842,0.9101893941619625
0.10666793652305384,0.9060601287944031
0.11000130953939927,0.9017275072310845
0.1133346825557447,0.8972009554278868
0.11666805557209015,0.8924955914053541
0.12000142858843557,0.8876327730941082
0.123334801604781,0.882639557634776
0.12666817462112645,0.8775455615739882
0.13000154763747188,0.8723774848441032
0.1333349206538173,0.8671549231742937
0.13666829367016273,0.8618903374247169
0.14000166668650815,0.8565929828201476
0.1433350397028536,0.8512737965177366
0.14666841271919903,0.8459482693780853
0.15000178573554446,0.8406376967861277
0.1533351587518899,0.8353696850504938
0.15666853176823534,0.830176398184168
0.16000190478458076,0.8250897567568116
0.1633352778009262,0.8201343280256767
0.1666686508172716,0.8153199589862199
0.17000202383361707,0.810638096984831
0.1733353968499625,0.806063015690972
0.17666876986630792,0.8015554295817843
0.18000214288265337,0.7970671795770575
0.1833355158989988,0.792546322857505
0.18666888891534422,0.7879410084588152
0.19000226193168965,0.7832021224588801
0.19333563494803507,0.7782859902107733
0.19666900796438053,0.7731570968770402
0.20000238098072595,0.7677894343281371
0.20333575399707138,0.7621652669462614
0.20666912701341683,0.7562721035929709
0.21000250002976226,0.7501006661741707
0.21333587304610768,0.7436450294076424
0.2166692460624531,0.7369045051011595
0.22000261907879853,0.7298881001044775
0.223335992095144,0.7226191953670222
0.2266693651114894,0.7151364368234547
0.23000273812783484,0.7074939741186799
0.2333361111441803,0.6997642925380879
0.23666948416052572,0.6920378855493883
0.24000285717687114,0.6844151451282962
0.24333623019321657,0.676996870964405
0.246669603209562,0.6698815247072666
0.25000297622590745,0.6631674497698034
0.2533363492422529,0.65695360162105
0.2566697222585983,0.6513377953340806
0.26000309527494375,0.6464138205516955
0.26333646829128915,0.6422638574030849
0.2666698413076346,0.6389450281156916
0.27000321432398006,0.6364784136464001
0.27333658734032545,0.634847546351278
